2024-11-09 13:32:16.841 User Agent: [Hub 3.9.1], Protocol version: [1.15.8], Session Id: [35c3c8f08f1c42c5943edcdbfaf90a40], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: False, group: (null)]
2024-11-09 13:44:53.495 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.formats.fbx], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.495 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ide.rider], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.495 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ide.visualstudio], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.495 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.inputsystem], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.learn.iet-framework], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.learn.iet-framework.authoring], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.live-capture], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.localization], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.logging], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.mathematics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.memoryprofiler], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.microsoft.gdk], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.microsoft.gdk.tools], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.ml-agents], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.mobile.android-logcat], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.mobile.notifications], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.accessibility], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.ai], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.amd], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.androidjni], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.animation], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.assetbundle], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.audio], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.cloth], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.director], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.imageconversion], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.imgui], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.jsonserialize], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.nvidia], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.particlesystem], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.physics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.physics2d], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.screencapture], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.terrain], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.terrainphysics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.tilemap], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.ui], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.uielements], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.umbra], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.unityanalytics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.496 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequest], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestassetbundle], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestaudio], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequesttexture], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestwww], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.vehicles], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.video], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.vr], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.wind], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.modules.xr], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.multiplayer.center], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.multiplayer.playmode], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.multiplayer.tools], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.multiplayer.widgets], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.netcode], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.netcode.gameobjects], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.performance.profile-analyzer], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.physics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.polybrush], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.polyspatial.extensions], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.polyspatial.visionos], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.postprocessing], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.probuilder], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.profiling.core], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.profiling.systemmetrics.mali], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.purchasing], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.recorder], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.remote-config], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.core], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.high-definition], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.rendering.denoising], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.scriptablebuildpipeline], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.scripting.python], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.sentis], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.sequences], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.analytics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.497 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.apis], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.authentication], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.ccd.management], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.cloud-build], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.cloud-diagnostics], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.cloudcode], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.cloudsave], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.deployment], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.economy], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.friends], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.leaderboards], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.levelplay], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.lobby], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.matchmaker], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.multiplay], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.multiplayer], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.push-notifications], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.relay], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.tooling], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.ugc], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.ugc.bridge], Result: [granted: True, group: (null)]
2024-11-09 13:44:53.498 User Agent: [UnityEditor/6000.0.26f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16], Session Id: [351debd3d84c4d6492efdfed847282be], Licensed Package: False, Entitlement requested: [com.unity.services.user-reporting], Result: [granted: True, group: (null)]
